id,name,now_cost,position,team,chance_of_playing_this_round,starts,total_points,news_added,form,expected_goal_involvements,cost_change_event_fall,direct_freekicks_order,goals_scored,form_rank_type,selected_by_percent,expected_assists,in_dreamteam,saves,value_season,creativity,expected_goals_per_90,bps,status,ep_next,expected_goal_involvements_per_90,selected_rank,web_name,penalties_saved,influence_rank_type,own_goals,cost_change_start_fall,creativity_rank_type,transfers_in_event,points_per_game_rank_type,chance_of_playing_next_round,transfers_out_event,event_points,threat_rank_type,expected_goals_conceded_per_90,transfers_out,now_cost_rank,penalties_missed,starts_per_90,expected_goals_conceded,influence,yellow_cards,expected_goals,value_form,ict_index_rank_type,clean_sheets,ep_this,transfers_in,minutes,expected_assists_per_90,news,bonus,goals_conceded,corners_and_indirect_freekicks_order,threat_rank,now_cost_rank_type,goals_conceded_per_90,points_per_game_rank,penalties_order,ict_index_rank,cost_change_event,cost_change_start,selected_rank_type,red_cards,form_rank,creativity_rank,threat,points_per_game,saves_per_90,ict_index,clean_sheets_per_90,influence_rank,assists,dreamteam_count
292,Stefan Bajcetic,47,MID,Liverpool,0.0,0,0,2023-09-29T10:30:08.978098Z,0.0,0.00,0,,0,267,0.0,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,575,Bajcetic,0,285,0,3,286,6,288,0.0,47,0,281,0.0,4696,334,0,0.0,0.00,0.0,0,0.00,0.0,287,0,0.0,984,0,0.0,Calf injury - Unknown return date,0,0,,677,218,0.0,691,,689,0,-3,214,0,659,684,0.0,0.0,0.0,0.0,0.0,686,0,0
293,Darwin Núñez Ribeiro,75,FWD,Liverpool,,6,54,,5.2,6.11,0,,4,4,16.4,0.96,False,0,7.2,113.2,0.78,170,a,4.7,0.92,20,Darwin,0,7,0,0,12,44261,5,,34156,5,6,1.16,1598545,21,0,0.91,7.65,247.4,1,5.15,0.7,7,3,5.7,1825743,596,0.14,,4,4,,12,7,0.6,25,3.0,25,0,0,4,0,27,113,373.0,4.9,0.0,73.5,0.45,53,6,1
294,Diogo Teixeira da Silva,77,MID,Liverpool,100.0,7,43,2023-09-30T23:00:08.714780Z,5.0,3.40,0,,4,17,2.0,0.60,False,0,5.6,144.3,0.44,131,a,4.5,0.53,131,Diogo J.,0,48,0,3,57,15408,36,100.0,3890,8,13,1.02,415759,18,0,1.09,6.59,182.0,1,2.80,0.6,29,3,5.5,302193,579,0.09,,2,4,,21,11,0.62,71,,40,0,-3,39,1,34,77,313.0,3.9,0.0,63.8,0.47,119,2,1
295,Harvey Elliott,48,MID,Liverpool,,1,15,,1.8,1.37,0,,0,83,0.2,1.05,False,0,3.1,78.2,0.11,62,a,1.3,0.48,339,Elliott,0,134,0,2,106,304,140,,504,1,111,1.26,21399,305,0,0.35,3.55,46.6,1,0.32,0.4,124,0,2.3,13126,254,0.37,,0,2,,202,200,0.71,305,,269,0,-2,101,0,184,164,48.0,1.5,0.0,17.2,0.0,309,2,0
296,Fabio Henrique Tavares,50,MID,Liverpool,0.0,0,0,2023-08-01T09:50:49.848998Z,0.0,0.00,0,,0,292,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,684,Fabinho,0,305,0,0,304,0,305,0.0,3,0,303,0.0,1079,176,0,0.0,0.00,0.0,0,0.00,0.0,305,0,0.0,0,0,0.0,Permanent Transfer to Al-Ittihad,0,0,,708,108,0.0,714,,714,0,0,282,0,691,711,0.0,0.0,0.0,0.0,0.0,714,0,0
297,Cody Gakpo,72,FWD,Liverpool,100.0,6,24,2023-10-01T02:00:08.267715Z,1.0,2.92,0,,2,34,2.2,0.25,False,0,3.3,53.8,0.53,82,a,0.5,0.58,123,Gakpo,0,25,0,3,35,2487,28,100.0,3984,2,24,1.25,565097,27,0,1.18,6.32,100.8,0,2.67,0.1,29,1,1.5,141387,456,0.05,,3,6,,63,11,1.18,202,,163,0,-3,20,0,272,219,158.0,2.4,0.0,30.9,0.2,228,0,0
298,Joe Gomez,45,DEF,Liverpool,,5,23,2023-11-13T01:00:09.440163Z,2.2,0.61,0,,0,34,0.5,0.13,False,0,5.1,96.4,0.09,104,d,1.3,0.11,232,Gomez,0,95,0,0,26,697,70,75.0,2649,0,78,1.26,42422,372,0,0.9,6.96,98.8,1,0.48,0.5,65,2,2.7,48939,499,0.02,Knock - 75% chance of playing,1,3,,255,65,0.54,205,,220,0,0,89,0,128,132,30.0,2.3,0.0,22.6,0.36,232,0,0
299,Jordan Henderson,50,MID,Liverpool,0.0,0,0,2023-07-28T08:28:45.116062Z,0.0,0.00,0,,0,290,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,694,Henderson,0,303,0,0,301,0,303,0.0,2,0,300,0.0,785,168,0,0.0,0.00,0.0,0,0.00,0.0,303,0,0.0,0,0,0.0,Permanent transfer to Al-Ettifaq,0,0,,703,104,0.0,710,,710,0,0,285,0,687,706,0.0,0.0,0.0,0.0,0.0,710,0,0
300,Curtis Jones,49,MID,Liverpool,0.0,4,5,2023-11-05T22:00:08.905000Z,0.0,0.19,0,,0,284,0.0,0.08,False,0,1.0,17.6,0.04,29,d,-0.2,0.07,512,Jones,0,148,0,1,173,9,204,50.0,134,0,150,2.16,12306,248,0,1.29,6.68,34.0,1,0.11,0.0,167,1,0.0,3046,278,0.03,Hamstring injury - 50% chance of playing,0,4,,292,159,1.29,420,,365,0,-1,177,1,680,331,20.0,1.0,0.0,6.7,0.32,340,0,0
301,Caoimhin Kelleher,39,GKP,Liverpool,,0,0,,0.0,0.00,0,,0,35,0.3,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,280,Kelleher,0,37,0,1,20,569,37,,331,0,13,0.0,11576,726,0,0.0,0.00,0.0,0,0.00,0.0,37,0,0.5,9892,0,0.0,,0,0,,424,79,0.0,477,,472,0,-1,37,0,396,449,0.0,0.0,0.0,0.0,0.0,466,0,0
302,Ibrahima Konaté,49,DEF,Liverpool,100.0,5,20,2023-11-13T01:00:09.473296Z,3.2,0.15,0,,0,19,1.7,0.08,False,0,4.1,36.7,0.01,107,d,2.0,0.03,135,Konaté,0,81,0,1,84,3101,63,75.0,10694,0,117,1.13,205968,245,0,0.96,5.85,114.2,1,0.07,0.7,92,2,3.7,186553,467,0.02,Muscle injury - 75% chance of playing,0,5,,338,30,0.96,187,,275,0,-1,56,0,82,271,12.0,2.5,0.0,16.3,0.39,201,0,0
303,Luis Díaz,74,MID,Liverpool,,8,39,,3.2,3.90,0,,3,46,6.9,1.09,False,0,5.3,119.2,0.4,108,a,2.7,0.55,57,Luis Díaz,0,66,0,1,78,9863,46,,22737,1,26,1.24,1352601,24,0,1.13,8.77,129.6,0,2.81,0.4,54,2,3.7,1312752,638,0.15,,1,7,,43,14,0.99,101,,86,0,-1,20,0,87,106,200.0,3.5,0.0,44.8,0.28,173,1,0
304,Alexis Mac Allister,58,MID,Liverpool,0.0,11,19,2023-11-05T22:00:08.929781Z,1.5,1.19,0,,0,105,3.1,1.06,False,0,3.3,153.9,0.01,118,a,1.0,0.12,104,Mac Allister,0,59,0,2,49,607,132,100.0,9143,0,161,1.33,941554,79,0,1.12,13.04,147.6,5,0.13,0.3,79,3,0.0,136495,880,0.11,,1,9,,319,49,0.92,287,,158,0,-2,28,1,223,67,16.0,1.7,0.0,31.7,0.31,150,1,0
305,Joel Matip,49,DEF,Liverpool,,7,19,,1.5,0.56,0,,0,71,0.5,0.11,False,0,3.9,31.8,0.07,118,a,1.0,0.09,238,Matip,0,69,1,1,90,1265,68,,837,5,77,1.28,52133,221,0,1.01,8.86,134.4,1,0.45,0.3,82,2,2.0,59517,621,0.02,,0,6,,253,28,0.87,197,,251,0,-1,91,0,215,281,31.0,2.4,0.0,19.7,0.29,168,0,0
306,Nathaniel Phillips,40,DEF,Liverpool,0.0,0,0,2023-09-01T07:23:15.190757Z,0.0,0.00,0,,0,142,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,382,Phillips,0,179,0,0,177,0,175,0.0,131,0,168,0.0,17112,641,0,0.0,0.00,0.0,0,0.00,0.0,179,0,0.0,2433,0,0.0,Loaned to Celtic - expected back January,0,0,,462,176,0.0,512,,508,0,0,144,0,435,486,0.0,0.0,0.0,0.0,0.0,501,0,0
307,Andrew Robertson,64,DEF,Liverpool,0.0,8,26,2023-10-13T09:30:09.199189Z,0.0,1.46,0,,1,237,2.6,0.99,False,0,4.1,284.3,0.06,167,i,0.0,0.18,114,Robertson,0,38,0,1,5,124,38,0.0,9238,0,53,1.42,682473,49,0,1.0,11.37,196.2,1,0.47,0.0,8,1,0.0,466825,720,0.12,Shoulder injury - Expected back 21 Jan,3,9,1.0,209,3,1.12,121,,62,0,-1,47,0,730,24,46.0,3.2,0.0,52.7,0.12,104,0,1
308,Mohamed Salah,130,MID,Liverpool,,12,101,,10.5,12.03,-1,4.0,10,1,46.3,3.29,True,0,7.8,357.3,0.75,302,a,10.0,1.03,4,Salah,0,1,0,-5,8,111891,1,,8051,16,1,1.15,1022773,2,1,1.03,13.38,479.0,1,8.74,0.8,1,4,11.0,2852652,1044,0.28,,14,9,,3,1,0.78,1,2.0,2,1,5,2,0,1,12,509.0,8.4,0.0,134.7,0.34,2,4,3
309,Dominik Szoboszlai,71,MID,Liverpool,,12,50,,5.2,3.41,0,2.0,1,15,6.4,2.60,False,0,7.0,410.5,0.07,236,a,4.7,0.29,66,Szoboszlai,0,30,0,-1,4,13687,29,,22513,3,51,1.18,462895,29,0,1.02,13.88,220.4,1,0.81,0.7,17,5,5.7,656249,1055,0.22,,5,9,2.0,83,17,0.77,54,,24,0,1,21,0,26,5,134.0,4.2,0.0,76.5,0.43,79,4,1
310,Thiago Alcántara do Nascimento,48,MID,Liverpool,0.0,0,0,2023-08-25T09:30:07.201442Z,0.0,0.00,0,,0,270,0.1,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,410,Thiago,0,287,0,2,288,18,290,0.0,93,0,283,0.0,19139,280,0,0.0,0.00,0.0,0,0.00,0.0,289,0,0.0,2006,0,0.0,Hip injury - Expected back 01 Jan,0,0,,680,180,0.0,694,,692,0,-2,132,0,663,687,0.0,0.0,0.0,0.0,0.0,689,0,0
311,Konstantinos Tsimikas,47,DEF,Liverpool,,3,29,,7.0,0.81,-1,,0,2,11.4,0.79,False,0,6.2,115.0,0.01,98,a,6.5,0.28,35,Tsimikas,0,111,0,-2,20,95550,2,,6374,15,109,0.96,115230,322,0,1.01,2.85,67.8,0,0.02,1.5,81,3,7.5,1261207,268,0.27,,3,1,4.0,320,39,0.34,9,,249,1,2,11,0,7,110,15.0,5.8,0.0,19.9,1.01,275,2,1
312,Sepp van den Berg,40,DEF,Liverpool,0.0,0,0,2023-07-17T06:21:35.145355Z,0.0,0.00,0,,0,160,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,612,Van den Berg,0,194,0,0,192,0,191,0.0,31,0,184,0.0,2173,670,0,0.0,0.00,0.0,0,0.00,0.0,194,0,0.0,0,0,0.0,Season long loan to Mainz 05,0,0,,485,198,0.0,535,,530,0,0,214,0,460,508,0.0,0.0,0.0,0.0,0.0,523,0,0
313,Virgil van Dijk,61,DEF,Liverpool,75.0,10,36,2023-11-09T08:30:08.885661Z,5.8,1.06,0,3.0,0,6,8.1,0.35,False,0,5.9,75.3,0.08,192,a,5.3,0.12,46,Virgil,0,6,0,-1,42,14966,26,100.0,16064,6,18,1.56,688637,59,0,1.08,14.51,290.4,1,0.71,1.0,16,3,4.7,465684,837,0.04,,5,9,,143,4,0.97,94,,85,0,1,14,1,20,167,82.0,3.6,0.0,44.9,0.32,29,2,0
626,Jarell Quansah,40,DEF,Liverpool,,1,5,,0.2,0.01,0,,0,112,0.1,0.01,False,0,1.2,2.4,0.0,32,a,-0.3,0.01,388,Quansah,0,131,0,0,144,339,113,,303,1,182,0.78,8631,668,0,0.78,1.00,34.0,0,0.00,0.0,139,0,0.7,12470,115,0.01,,0,1,,483,196,0.78,341,,390,0,0,146,0,343,392,0.0,1.2,0.0,3.7,0.0,339,0,0
627,Bobby Clark,45,MID,Liverpool,,0,0,,0.0,0.00,0,,0,244,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,599,Clark,0,266,0,0,267,40,273,,46,0,262,0.0,1624,436,0,0.0,0.00,0.0,0,0.00,0.0,270,0,0.5,1215,0,0.0,,0,0,,646,251,0.0,669,,666,0,0,229,0,624,655,0.0,0.0,0.0,0.0,0.0,660,0,0
628,Ben Doak,44,MID,Liverpool,100.0,0,1,2023-10-18T22:00:10.476427Z,0.0,0.00,0,,0,216,0.0,0.00,False,0,0.2,0.8,0.0,3,a,-0.5,0.0,528,Doak,0,213,0,1,205,96,178,100.0,97,0,236,0.97,6503,558,0,0.0,0.14,0.2,0,0.00,0.0,217,0,0.5,4680,13,0.0,,0,0,,590,312,0.0,384,,457,0,-1,187,0,570,410,0.0,1.0,0.0,0.1,0.0,452,0,0
629,James McConnell,44,MID,Liverpool,,0,1,,0.2,0.00,0,,0,165,0.0,0.00,False,0,0.2,0.0,0.0,3,a,-0.3,0.0,626,McConnell,0,209,0,1,240,63,177,,41,1,234,0.9,1269,556,0,0.0,0.01,1.0,0,0.00,0.0,216,0,0.7,870,1,0.0,,0,0,,588,310,0.0,383,,456,0,-1,247,0,353,602,0.0,1.0,0.0,0.1,0.0,445,0,0
668,Wataru Endo,54,MID,Liverpool,,2,9,,1.0,0.04,0,,0,128,0.1,0.04,False,0,1.7,6.7,0.0,30,a,0.5,0.02,480,Endo,0,159,0,1,188,209,160,,184,3,315,2.15,6807,116,0,0.87,4.91,27.2,0,0.00,0.2,185,1,1.5,7706,206,0.02,,0,2,,724,73,0.87,339,,399,0,-1,160,0,268,374,0.0,1.3,0.0,3.3,0.44,360,0,0
708,Ryan Gravenberch,50,MID,Liverpool,50.0,3,10,2023-11-09T08:30:09.628354Z,1.5,1.03,0,,0,101,0.1,0.16,False,0,2.0,44.1,0.29,47,d,0.8,0.34,386,Gravenberch,0,137,0,0,135,106,148,75.0,1648,0,94,0.96,13848,206,0,1.0,2.88,44.2,0,0.87,0.3,127,1,1.0,23659,270,0.05,Knee injury - 75% chance of playing,0,3,,159,129,1.0,317,,279,0,0,125,0,218,244,69.0,1.4,0.0,15.7,0.33,315,0,0
726,Luke Chambers,40,DEF,Liverpool,,0,0,,0.0,0.00,0,,0,164,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,633,Chambers,0,198,0,0,196,103,195,,71,0,188,0.0,522,678,0,0.0,0.00,0.0,0,0.00,0.0,198,0,0.5,1230,0,0.0,,0,0,,493,202,0.0,543,,538,0,0,217,0,468,516,0.0,0.0,0.0,0.0,0.0,531,0,0
728,Callum Scanlon,40,DEF,Liverpool,,0,0,,0.0,0.00,0,,0,175,0.0,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,700,Scanlon,0,209,0,0,206,39,205,,34,0,199,0.0,130,701,0,0.0,0.00,0.0,0,0.00,0.0,208,0,0.5,297,0,0.0,,0,0,,512,217,0.0,561,,556,0,0,236,0,487,534,0.0,0.0,0.0,0.0,0.0,550,0,0
743,Treymaurice Nyoni,45,MID,Liverpool,,0,0,,0.0,0.00,0,,0,261,0.0,0.00,False,0,0.0,0.0,0.0,0,a,0.7,0.0,742,Nyoni,0,281,0,0,282,13,286,,1,0,279,0.0,1,467,0,0.0,0.00,0.0,0,0.00,0.0,285,0,1.7,13,0,0.0,,0,0,,670,273,0.0,688,,687,0,0,320,0,648,677,0.0,0.0,0.0,0.0,0.0,681,0,0
21,Albert Sambi Lokonga,49,MID,Luton,0.0,2,3,2023-09-27T09:00:08.013871Z,0.0,0.07,0,,0,287,0.0,0.01,False,0,0.6,13.9,0.04,11,i,0.0,0.05,627,Sambi,0,197,0,1,181,13,142,0.0,24,0,176,0.74,2072,264,0,1.38,1.07,4.2,0,0.06,0.0,191,0,0.0,1004,130,0.01,Hamstring injury - Unknown return date,0,2,,347,168,1.38,307,,409,0,-1,248,0,684,353,11.0,1.5,0.0,2.9,0.0,428,0,0
52,Marvelous Nakamba,44,MID,Luton,,12,20,,1.8,0.66,0,,0,80,1.5,0.48,False,0,4.5,101.2,0.02,123,a,1.3,0.06,148,Nakamba,0,68,0,1,89,4991,125,,3403,2,164,2.1,148319,503,0,1.02,24.74,127.8,4,0.18,0.4,102,0,0.8,168103,1060,0.04,,0,22,,326,286,1.87,280,,208,0,-1,46,0,175,127,14.0,1.7,0.0,24.5,0.0,175,0,0
314,Elijah Adebayo,48,FWD,Luton,,4,26,,2.0,1.46,0,,2,23,0.7,0.21,False,0,5.4,68.0,0.3,70,a,1.5,0.35,205,Adebayo,0,29,0,2,25,1079,31,,1739,1,32,1.69,91027,293,0,0.95,7.08,85.2,0,1.25,0.4,31,0,1.0,49556,378,0.05,,2,8,,116,59,1.9,217,2.0,205,0,-2,32,0,154,181,100.0,2.2,0.0,25.4,0.0,245,0,0
315,Mads Juel Andersen,40,DEF,Luton,0.0,4,13,2023-10-07T21:00:07.970294Z,0.0,0.26,0,,1,145,1.0,0.00,False,0,3.2,1.8,0.06,68,i,0.0,0.06,179,Andersen,0,82,0,0,146,43,71,0.0,3277,0,79,1.72,175796,645,0,0.97,7.07,113.2,1,0.26,0.0,102,0,0.0,198448,371,0.0,Hamstring injury - Unknown return date,1,6,,262,179,1.46,211,,291,0,0,70,0,439,398,27.0,2.2,0.0,14.3,0.0,202,0,0
316,Amari'i Bell,39,DEF,Luton,0.0,7,9,2023-10-03T22:30:08.429028Z,0.0,0.44,0,,0,123,3.2,0.07,False,0,2.3,16.8,0.06,68,d,-0.2,0.07,103,Bell,0,91,0,1,117,253,105,50.0,5911,0,72,1.89,583013,724,0,1.12,11.75,104.4,0,0.37,0.0,99,0,0.0,104265,560,0.01,Hamstring injury - 50% chance of playing,0,12,,246,230,1.93,321,,284,0,-1,44,0,394,336,33.0,1.3,0.0,15.3,0.0,217,0,0
317,Luke Berry,47,MID,Luton,0.0,0,2,2023-11-04T03:00:08.936884Z,0.0,0.00,0,,0,263,0.0,0.00,False,0,0.4,0.0,0.0,6,a,-0.5,0.0,556,Berry,0,283,0,3,284,20,189,100.0,46,0,202,4.22,5730,313,0,0.0,1.22,0.0,0,0.00,0.0,213,0,0.0,1071,26,0.0,,0,1,,402,204,3.46,401,,453,0,-3,204,0,653,681,2.0,1.0,0.0,0.2,0.0,684,0,0
318,Reece Burke,40,DEF,Luton,0.0,7,13,2023-10-22T23:30:07.909991Z,0.2,0.56,0,,0,110,0.1,0.19,False,0,3.2,73.8,0.06,79,i,0.0,0.09,360,Burke,0,70,0,0,43,17,94,0.0,461,0,42,1.87,16279,635,0,1.06,12.33,131.2,1,0.37,0.0,59,0,0.0,24495,595,0.03,Hamstring injury - Expected back 02 Dec,0,12,,193,171,1.82,290,,202,0,0,136,0,341,168,51.0,1.6,0.0,25.6,0.0,170,1,0
319,Allan Campbell,49,MID,Luton,0.0,0,0,2023-09-01T15:34:04.323217Z,0.0,0.00,0,,0,281,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,632,Campbell,0,296,0,1,295,0,297,0.0,9,0,293,0.0,3733,240,0,0.0,0.00,0.0,0,0.00,0.0,297,0,0.0,182,0,0.0,Season-long loan to Millwall,0,0,,695,154,0.0,703,,702,0,-1,252,0,677,698,0.0,0.0,0.0,0.0,0.0,700,0,0
320,Jordan Clark,48,MID,Luton,100.0,0,1,2023-08-06T23:30:05.803333Z,0.2,0.00,0,,0,171,0.0,0.00,False,0,0.2,0.3,0.0,4,a,-0.3,0.0,705,Clark,0,194,0,2,212,12,194,100.0,16,1,284,1.59,1431,285,0,0.0,0.30,5.8,0,0.00,0.0,205,0,-0.8,521,17,0.0,,0,0,,681,185,0.0,408,,440,0,-2,292,0,361,424,0.0,1.0,0.0,0.6,0.0,424,0,0
321,Alfie Doughty,44,DEF,Luton,100.0,9,23,2023-11-12T02:00:09.508262Z,1.2,1.87,0,2.0,0,74,0.2,1.55,False,0,5.2,371.6,0.04,134,d,0.5,0.21,300,Doughty,0,53,0,1,2,201,81,75.0,1026,2,40,2.29,24127,535,0,1.01,20.37,153.8,1,0.32,0.3,5,0,0.2,29387,802,0.17,Knock - 75% chance of playing,4,17,1.0,183,121,1.91,250,,48,0,-1,116,0,229,9,59.0,1.9,0.0,58.4,0.0,143,1,0
322,Luke Freeman,49,MID,Luton,0.0,0,0,2023-08-25T08:38:56.197815Z,0.0,0.00,0,,0,276,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,678,Freeman,0,291,0,1,290,0,292,0.0,5,0,287,0.0,1875,219,0,0.0,0.00,0.0,0,0.00,0.0,292,0,0.0,59,0,0.0,Released,0,0,,687,139,0.0,698,,697,0,-1,277,0,671,691,0.0,0.0,0.0,0.0,0.0,695,0,0
323,Matt Macey,40,GKP,Luton,0.0,0,0,2023-09-03T20:04:04.658822Z,0.0,0.00,0,,0,50,0.3,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,288,Macey,0,51,0,0,35,0,51,0.0,311,0,28,0.0,37355,627,0,0.0,0.00,0.0,0,0.00,0.0,51,0,0.0,1324,0,0.0,Released from contract,0,0,,449,43,0.0,499,,495,0,0,40,0,422,473,0.0,0.0,0.0,0.0,0.0,488,0,0
324,John McAtee,45,FWD,Luton,0.0,0,0,2023-08-28T08:17:07.837499Z,0.0,0.00,0,,0,64,0.6,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,214,McAtee,0,64,0,0,67,0,70,0.0,966,0,66,0.0,219442,402,0,0.0,0.00,0.0,0,0.00,0.0,66,0,0.0,7174,0,0.0,Season-long loan to Barnsley,0,0,,619,70,0.0,646,,640,0,0,37,0,596,630,0.0,0.0,0.0,0.0,0.0,634,0,0
325,Carlos Mendes Gomes,45,MID,Luton,0.0,0,0,2023-07-26T11:29:40.140241Z,0.0,0.00,0,,0,232,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,683,Mendes,0,256,0,0,257,0,264,0.0,4,0,252,0.0,1389,415,0,0.0,0.00,0.0,0,0.00,0.0,260,0,0.0,0,0,0.0,Permanent transfer to Bolton Wanderers,0,0,,628,239,0.0,654,,648,0,0,281,0,604,638,0.0,0.0,0.0,0.0,0.0,642,0,0
326,Carlton Morris,53,FWD,Luton,,12,45,,2.0,4.52,1,,3,24,3.6,0.62,False,0,8.5,108.3,0.35,119,a,1.5,0.41,94,Morris,0,16,0,2,14,6026,13,,12062,2,10,2.17,809773,136,0,1.07,24.38,153.0,1,3.90,0.4,11,1,1.0,1024152,1010,0.06,,7,21,,23,37,1.87,78,1.0,51,-1,-2,16,0,164,120,306.0,3.8,0.0,56.5,0.09,144,1,2
327,Admiral Muskwe,45,FWD,Luton,0.0,0,0,2023-09-01T14:47:17.297340Z,0.0,0.00,0,,0,59,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,440,Muskwe,0,59,0,0,62,0,65,0.0,88,0,61,0.0,17142,373,0,0.0,0.00,0.0,0,0.00,0.0,61,0,0.0,1383,0,0.0,Season-long loan to Exeter City,0,0,,603,65,0.0,631,,625,0,0,64,0,580,615,0.0,0.0,0.0,0.0,0.0,619,0,0
328,Chiedozie Ogbene,49,FWD,Luton,,8,26,,3.5,2.31,0,,1,14,0.2,1.44,False,0,5.3,128.3,0.1,118,a,3.0,0.27,335,Ogbene,0,21,0,1,7,1257,32,,533,2,29,2.23,13812,254,0,0.95,18.77,116.8,0,0.87,0.7,18,1,2.5,13907,759,0.17,,2,14,,82,53,1.66,218,,108,0,-1,53,0,73,93,134.0,2.2,0.0,38.0,0.12,199,0,0
329,Fred Onyedinma,50,MID,Luton,0.0,0,0,2023-07-31T07:05:08.472622Z,0.0,0.00,0,,0,295,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,735,Onyedinma,0,307,0,0,306,0,307,0.0,1,0,305,0.0,198,184,0,0.0,0.00,0.0,0,0.00,0.0,307,0,0.0,0,0,0.0,Season long loan to Rotherham,0,0,,711,113,0.0,716,,716,0,0,314,0,694,714,0.0,0.0,0.0,0.0,0.0,716,0,0
330,Gabriel Osho,44,DEF,Luton,100.0,3,4,2023-08-04T11:00:04.319102Z,1.0,0.00,0,,0,81,0.0,0.00,False,0,0.9,1.6,0.0,25,a,0.5,0.0,649,Osho,0,119,0,1,148,94,109,100.0,21,2,145,2.72,1838,507,0,1.14,7.13,44.6,0,0.00,0.2,136,0,0.0,985,236,0.0,,0,4,,396,107,1.53,325,,379,0,-1,223,0,246,402,2.0,1.3,0.0,4.8,0.0,313,0,0
331,Aribim Pepple,45,FWD,Luton,0.0,0,0,2023-08-21T08:33:51.407917Z,0.0,0.00,0,,0,72,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,456,Pepple,0,72,0,0,74,0,76,0.0,82,0,74,0.0,16187,434,0,0.0,0.00,0.0,0,0.00,0.0,74,0,0.0,838,0,0.0,Season long loan to Bromley,0,0,,644,79,0.0,667,,664,0,0,67,0,622,653,0.0,0.0,0.0,0.0,0.0,658,0,0
332,Dion Pereira,44,MID,Luton,0.0,0,0,2023-09-01T14:46:43.900668Z,0.0,0.00,0,,0,204,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,485,Pereira,0,229,0,1,230,0,238,0.0,86,0,224,0.0,16391,532,0,0.0,0.00,0.0,0,0.00,0.0,234,0,0.0,1744,0,0.0,Season-long loan to Sutton United,0,0,,575,295,0.0,611,,605,0,-1,164,0,555,589,0.0,0.0,0.0,0.0,0.0,598,0,0
333,Dan Potts,39,DEF,Luton,0.0,0,0,2023-08-06T23:30:05.828555Z,0.0,0.00,0,,0,122,0.1,0.00,False,0,0.0,0.0,0.0,0,i,0.0,0.0,467,Potts,0,163,0,1,160,180,159,0.0,164,0,150,0.0,7141,720,0,0.0,0.00,0.0,0,0.00,0.0,162,0,0.0,4323,0,0.0,Ankle injury - Expected back 25 Nov,0,0,,419,229,0.0,473,,468,0,-1,181,0,391,444,0.0,0.0,0.0,0.0,0.0,462,0,0
334,Glen Rea,44,MID,Luton,0.0,0,0,2023-09-03T20:07:55.555731Z,0.0,0.00,0,,0,196,0.0,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,579,Rea,0,222,0,1,223,0,231,0.0,37,0,217,0.0,4884,495,0,0.0,0.00,0.0,0,0.00,0.0,227,0,0.0,883,0,0.0,Released from contract,0,0,,558,284,0.0,594,,589,0,-1,216,0,533,572,0.0,0.0,0.0,0.0,0.0,582,0,0
335,James Shea,43,GKP,Luton,,0,0,,0.0,0.00,0,,0,76,0.1,0.00,False,0,0.0,0.0,0.0,0,a,-0.5,0.0,373,Shea,0,77,0,2,62,50,77,,86,0,56,0.0,10079,567,0,0.0,0.00,0.0,0,0.00,0.0,77,0,-1.0,1482,0,0.0,,0,0,,526,29,0.0,573,,566,0,-2,55,0,500,545,0.0,0.0,0.0,0.0,0.0,560,0,0
336,Joe Taylor,45,FWD,Luton,0.0,0,0,2023-08-11T10:53:00.375635Z,0.0,0.00,0,,0,63,0.1,0.00,False,0,0.0,0.0,0.0,0,u,0.0,0.0,417,Taylor,0,63,0,0,66,0,69,0.0,104,0,65,0.0,23275,397,0,0.0,0.00,0.0,0,0.00,0.0,65,0,0.0,0,0,0.0,Season long loan to Colchester United,0,0,,614,69,0.0,641,,635,0,0,62,0,591,625,0.0,0.0,0.0,0.0,0.0,629,0,0
